CHEMICAL,DISEASE,relación,oración,interpretacion
beta-lactam,non-immediate hypersensitivity,efecto_adverso,"INTRODUCTION: Patients with non-immediate hypersensitivity to beta-lactam antibiotics (betaL) often avoid all betaL, with limitations for future therapy.","beta-lactam has been associated with the adverse effect non-immediate hypersensitivity, as indicated in the sentence: ""INTRODUCTION: Patients with non-immediate hypersensitivity to beta-lactam antibiotics (betaL) often avoid all betaL, with limitations for future therapy."". This suggests a potential risk of non-immediate hypersensitivity when using beta-lactam."
AMX/CL,allergy,efecto_adverso,"CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative.","AMX/CL has been associated with the adverse effect allergy, as indicated in the sentence: ""CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative."". This suggests a potential risk of allergy when using AMX/CL."
AMX/CL,hypersensitivity,efecto_adverso,"CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative.","AMX/CL has been associated with the adverse effect hypersensitivity, as indicated in the sentence: ""CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative."". This suggests a potential risk of hypersensitivity when using AMX/CL."
penicillin G,allergy,efecto_adverso,"CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative.","penicillin G has been associated with the adverse effect allergy, as indicated in the sentence: ""CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative."". This suggests a potential risk of allergy when using penicillin G."
penicillin G,hypersensitivity,efecto_adverso,"CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative.","penicillin G has been associated with the adverse effect hypersensitivity, as indicated in the sentence: ""CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative."". This suggests a potential risk of hypersensitivity when using penicillin G."
penicillin,allergy,efecto_adverso,"CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative.","penicillin has been associated with the adverse effect allergy, as indicated in the sentence: ""CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative."". This suggests a potential risk of allergy when using penicillin."
penicillin,hypersensitivity,efecto_adverso,"CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative.","penicillin has been associated with the adverse effect hypersensitivity, as indicated in the sentence: ""CASE PRESENTATIONS: A 4-year-old male and a 14-year-old male presented to our pediatric allergy clinic with a suspected hypersensitivity reaction to AMX/CL, and their specific IgE tests for penicillin G and penicillin V were negative."". This suggests a potential risk of hypersensitivity when using penicillin."
AMX/CL,abdominal pain,causa,"Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.","The text suggests that AMX/CL may cause or trigger abdominal pain, highlighting a possible causative association: ""Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.""."
AMX/CL,vomiting,causa,"Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.","The text suggests that AMX/CL may cause or trigger vomiting, highlighting a possible causative association: ""Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.""."
AMX/CL,lethargy,causa,"Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.","The text suggests that AMX/CL may cause or trigger lethargy, highlighting a possible causative association: ""Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.""."
AMX/CL,abdominal pain,causa,"Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.","The text suggests that AMX/CL may cause or trigger abdominal pain, highlighting a possible causative association: ""Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.""."
AMX/CL,vomiting,causa,"Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.","The text suggests that AMX/CL may cause or trigger vomiting, highlighting a possible causative association: ""Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.""."
AMX/CL,lethargy,causa,"Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.","The text suggests that AMX/CL may cause or trigger lethargy, highlighting a possible causative association: ""Skin prick tests and intradermal test with AMX/CL were negative in both patients, but oral provocation testing with AMX/CL resulted in abdominal pain, vomiting and lethargy, confirming the diagnosis of DIES.""."
amoxicillin/clavulanate,jaundice,causa,"Overall, 33% presented with jaundice but three died of liver failure, all due to amoxicillin/clavulanate, which was the most common cause occurring in around 1 in 1300 users.","The text suggests that amoxicillin/clavulanate may cause or trigger jaundice, highlighting a possible causative association: ""Overall, 33% presented with jaundice but three died of liver failure, all due to amoxicillin/clavulanate, which was the most common cause occurring in around 1 in 1300 users.""."
amoxicillin/clavulanate,liver failure,causa,"Overall, 33% presented with jaundice but three died of liver failure, all due to amoxicillin/clavulanate, which was the most common cause occurring in around 1 in 1300 users.","The text suggests that amoxicillin/clavulanate may cause or trigger liver failure, highlighting a possible causative association: ""Overall, 33% presented with jaundice but three died of liver failure, all due to amoxicillin/clavulanate, which was the most common cause occurring in around 1 in 1300 users.""."
TMP/SMX,DILI,causa,"However, TMP/SMX was associated with the highest proportional risk of DILI.","The text suggests that TMP/SMX may cause or trigger DILI, highlighting a possible causative association: ""However, TMP/SMX was associated with the highest proportional risk of DILI.""."
Amoxicillin,osteomyelitis,causa,"Although the delayed diagnosis and treatment resulted in severe osteomyelitis, the patient responded favorably to a combination therapy of Amoxicillin and Trimethoprim-Sulfamethoxazole.","The text suggests that Amoxicillin may cause or trigger osteomyelitis, highlighting a possible causative association: ""Although the delayed diagnosis and treatment resulted in severe osteomyelitis, the patient responded favorably to a combination therapy of Amoxicillin and Trimethoprim-Sulfamethoxazole.""."
Trimethoprim-Sulfamethoxazole,osteomyelitis,causa,"Although the delayed diagnosis and treatment resulted in severe osteomyelitis, the patient responded favorably to a combination therapy of Amoxicillin and Trimethoprim-Sulfamethoxazole.","The text suggests that Trimethoprim-Sulfamethoxazole may cause or trigger osteomyelitis, highlighting a possible causative association: ""Although the delayed diagnosis and treatment resulted in severe osteomyelitis, the patient responded favorably to a combination therapy of Amoxicillin and Trimethoprim-Sulfamethoxazole.""."
SRP+,PD,comparación,"When the baseline PD was >6 mm, the SRP+ antibiotic group had more sites of improvement in PD than the SRP only group (698 sites vs 545 sites, p = 0.008).","SRP+ is mentioned in comparative context with PD, possibly in terms of efficacy or safety: ""When the baseline PD was >6 mm, the SRP+ antibiotic group had more sites of improvement in PD than the SRP only group (698 sites vs 545 sites, p = 0.008).""."
SRP+,PD,comparación,"When the baseline PD was >6 mm, the SRP+ antibiotic group had more sites of improvement in PD than the SRP only group (698 sites vs 545 sites, p = 0.008).","SRP+ is mentioned in comparative context with PD, possibly in terms of efficacy or safety: ""When the baseline PD was >6 mm, the SRP+ antibiotic group had more sites of improvement in PD than the SRP only group (698 sites vs 545 sites, p = 0.008).""."
mg/kg,toxicity,efecto_adverso,"A proposed 30 mg/kg regimen, with twice-daily dosing for the first 2 days PNA and three times daily from day 3, provides an optimal balance between the probability of PK-PD target attainment while minimizing toxicity.","mg/kg has been associated with the adverse effect toxicity, as indicated in the sentence: ""A proposed 30 mg/kg regimen, with twice-daily dosing for the first 2 days PNA and three times daily from day 3, provides an optimal balance between the probability of PK-PD target attainment while minimizing toxicity."". This suggests a potential risk of toxicity when using mg/kg."
sanfetrinem,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","sanfetrinem is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
cholesterol,infection,comparación,"Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.","cholesterol is mentioned in comparative context with infection, possibly in terms of efficacy or safety: ""Preclinical in vitro and in vivo studies demonstrated that: (i) media composition impacts the activity of sanfetrinem against Mtb, being more potent in the presence of physiologically relevant cholesterol as the only carbon source, compared to the standard broth media; (ii) sanfetrinem shows broad spectrum activity against Mtb clinical isolates, including MDR/XDR strains; (iii) sanfetrinem is rapidly bactericidal in vitro against Mtb despite being poorly stable in the assay media; (iv) there are strong in vitro synergistic interactions with amoxicillin, ethambutol, rifampicin and rifapentine and, (v) sanfetrinem cilexetil is active in an in vivo model of infection.""."
